Entity;Continent;Latitude;Longitude;Average temperature per year;Hospital beds per 1000 people;Medical doctors per 1000 people;GDP/Capita;Population;Median age;Population aged 65 and over (%);Date;Daily tests;Cases;Deaths;Daily Cases
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-23;;41460;1435;392
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-24;;41858;1446;398
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-25;;42228;1456;370
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-26;;42619;1465;391
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-27;;43016;1475;397
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-28;;43403;1483;387
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-29;;43781;1491;378
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-30;;44146;1501;365
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-08-31;;44494;1510;348
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-01;;44833;1518;339
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-02;;45158;1523;325
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-03;;45469;1529;311
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-04;;45773;1539;304
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-05;;46071;1549;298
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-06;;46364;1556;293
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-07;;46653;1562;289
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-08;;46938;1571;285
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-09;;47216;1581;278
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-10;;47488;1591;272
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-11;;47752;1599;264
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-12;;48007;1605;255
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-13;;48254;1612;247
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-14;;48496;1620;242
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-15;;48734;1632;238
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-16;;48966;1645;232
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-17;;49194;1654;228
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-18;;49413;1659;219
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-19;;49623;1665;210
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-20;;49826;1672;203
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-21;;50023;1679;197
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-22;;50214;1689;191
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-23;;50400;1698;186
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-24;;50579;1703;179
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-25;;50754;1707;175
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-26;;50914;1711;160
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-27;;51067;1714;153
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-28;;51213;1719;146
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-29;;51368;1726;155
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-09-30;;51530;1736;162
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-01;;51690;1741;160
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-02;;51847;1749;157
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-03;;51995;1756;148
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-04;;52136;1760;141
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-05;;52270;1768;134
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-06;;52399;1768;129
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-07;;52520;1771;121
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-08;;52658;1783;138
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-09;;52804;1789;146
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-10;;52940;1795;136
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-11;;53072;1801;132
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-12;;53325;1809;253
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-13;;53399;1818;74
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-14;;53584;1827;185
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-15;;53777;1827;193
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-16;;53998;1841;221
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-17;;54203;1846;205
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-18;;54402;1856;199
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-19;;54616;1865;214
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-20;;54829;1873;213
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-21;;55081;1880;252
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-22;;55357;1888;276
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-23;;55630;1897;273
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-24;;55880;1907;250
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-25;;56143;1914;263
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-26;;56419;1922;276
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-27;;56706;1931;287
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-28;;57026;1941;320
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-29;;57332;1949;306
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-30;;57651;1956;319
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-10-31;;57942;1964;291
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-01;;58272;1973;330
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-02;;58574;1980;302
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-03;;58979;1980;405
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-04;;59527;1999;548
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-05;;60169;2011;642
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-06;;60800;2024;631
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-07;;61381;2036;581
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-08;;62051;2048;670
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-09;;62693;2062;642
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-10;;63446;2077;753
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-11;;64257;2093;811
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-12;;65108;2111;851
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-13;;65975;2124;867
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-14;;66819;2139;844
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-15;;67679;2154;860
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-16;;68589;2168;910
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-17;;69591;2186;1002
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-18;;70629;2206;1038
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-19;;71652;2224;1023
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-20;;72755;2236;1103
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-21;;73774;2255;1019
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-22;;74862;2272;1088
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-23;;75867;2294;1005
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-24;;77000;2309;1133
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-25;;78025;2329;1025
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-26;;79110;2352;1085
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-27;;80168;2372;1058
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-28;;81212;2393;1044
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-29;;82221;2410;1009
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-11-30;;83199;2431;978
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-01;;84152;2447;953
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-02;;85084;2464;932
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-03;;85927;2480;843
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-04;;86730;2492;803
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-05;;87502;2501;772
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-06;;88252;2516;750
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-07;;88825;2527;573
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-08;;89416;2539;591
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-09;;90014;2554;598
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-10;;90579;2564;565
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-11;;91121;2575;542
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-12;;91638;2584;517
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-13;;92102;2596;464
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-14;;92597;2609;495
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-15;;93065;2623;468
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-16;;93507;2631;442
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-17;;93933;2640;426
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-18;;94371;2647;438
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-19;;94781;2659;410
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-20;;95203;2666;422
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-21;;95659;2675;456
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-22;;96069;2687;410
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-23;;96549;2696;480
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-24;;97007;2705;458
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-25;;97441;2716;434
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-26;;97857;2722;416
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-27;;98249;2728;392
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-28;;98631;2737;382
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-29;;98988;2745;357
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-30;;99311;2751;323
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2020-12-31;;99610;2756;299
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-01;;99897;2762;287
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-02;;100159;2769;262
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-03;;100408;2772;249
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-04;;100645;2777;237
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-05;;100873;2782;228
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-06;;101120;2786;247
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-07;;101382;2792;262
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-08;;101657;2798;275
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-09;;101913;2803;256
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-10;;102144;2807;231
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-11;;102369;2812;225
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-12;;102641;2816;272
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-13;;102860;2819;219
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-14;;103127;2822;267
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-15;;103381;2827;254
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-16;;103611;2831;230
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-17;;103833;2836;222
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-18;;104092;2840;259
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-19;;104341;2843;249
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-20;;104606;2849;265
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-21;;104852;2853;246
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-22;;105124;2856;272
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-23;;105369;2861;245
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-24;;105596;2863;227
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-25;;105854;2866;258
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-26;;106097;2871;243
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-27;;106359;2877;262
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-28;;106610;2881;251
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-29;;106887;2884;277
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-30;;107122;2888;235
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-01-31;;107339;2891;217
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-01;;107578;2894;239
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-02;;107841;2898;263
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-03;;108116;2900;275
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-04;;108381;2904;265
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-05;;108629;2909;248
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-06;;108629;2909;0
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-07;;109088;2914;459
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-08;;109313;2918;225
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-09;;109559;2924;246
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-10;;109782;2926;223
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-11;;110049;2930;267
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-12;;110303;2932;254
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-13;;110513;2935;210
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-14;;110711;2939;198
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-15;;110894;2943;183
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-16;;111069;2945;175
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-17;;111247;2947;178
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-18;;111418;2950;171
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-19;;111600;2954;182
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-20;;111764;2958;164
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-21;;111917;2961;153
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-22;;112094;2964;177
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-23;;112279;2967;185
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-24;;112461;2970;182
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-25;;112622;2973;161
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-26;;112805;2977;183
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-27;;112960;2979;155
Algeria;Africa;28,03;1,66;25;1,9;1,83;3974;41318142;29;6;2021-02-28;;113092;2983;132
